ftitre;fannee;anom;freq
SUZANNE;2013;KATELL QUILLEVERE;666055
SYNGUE SABOUR - PIERRE DE PATIENCE;2013;ATIQ RAHIMI;449205
TAD L'EXPLORATEUR : A LA RECHERCHE DE LA CITE PERDUE;2013;ENRIQUE GATO;615340
TEL PERE, TEL FILS;2013;HIROKAZU KORE-EDA;851484
TEXAS CHAINSAW 3D;2013;JOHN LUESSENHOP;103756
THE BAY;2013;BARRY LEVINSON;171249
THE BLING RING;2013;SOFIA COPPOLA;928700
THE CALL;2013;BRAD ANDERSON;347967
THE GRANDMASTER;2013;WONG KAR-WAI;712324
THE HIT GIRLS;2013;JASON MOORE;214352
THE ICEMAN;2013;ARIEL VROMEN;197205
THE IMMIGRANT;2013;JAMES GRAY;727386
THE LUNCHBOX;2013;RITESH BATRA;1047409
THE MASTER;2013;PAUL THOMAS ANDERSON;379256
THE MORTAL INSTRUMENTS : LA CITE DES TENEBRES;2013;HARALD ZWART;805622
THE PLACE BEYOND THE PINES;2013;DEREK CIANFRANCE;1327716
THE WAY LA ROUTE ENSEMBLE;2013;EMILIO ESTEVEZ;260640
THOR : LE MONDE DES TENEBRES;2013;ALAN TAYLOR;4859306
TIP TOP;2013;SERGE BOZON;179034
TIREZ LA LANGUE, MADEMOISELLE;2013;AXELLE ROPERT;233449
TRANCE;2013;DANNY BOYLE;480210
TU HONORERAS TA MERE ET TA MERE;2013;BRIGITTE ROUAN;77293
TURBO;2013;DAVID SOREN;4864418
TURF;2013;FABIEN ONTENIENTE;749981
UN CHATEAU EN ITALIE;2013;VALERIA BRUNI-TEDESCHI;516808
UN GRAND MARIAGE;2013;JUSTIN ZACKHAM;312982
UN PRINCE (PRESQUE) CHARMANT;2013;PHILIPPE LELLOUCHE;386984
UN P'TIT GARS DE MENILMONTANT;2013;ALAIN MINIER;39935
UNE CHANSON POUR MA MERE;2013;JOEL FRANKA;278003
UNE HISTOIRE D'AMOUR;2013;HELENE FILLIERES;82989
UNE PLACE SUR LA TERRE;2013;FABIENNE GODET;307943
UPSIDE DOWN;2013;JUAN SOLANAS;444530
VERY BAD TRIP 3;2013;TODD PHILLIPS;4022329
VICTOR YOUNG PEREZ;2013;JACQUES OUANICHE;102806
VIOLETTE;2013;MARTIN PROVOST;286446
VIVE LA FRANCE;2013;MICHAEL YOUN;2272280
WADJDA;2013;HAIFAA AL MANSOUR;1080924
WARM BODIES RENAISSANCE;2013;JONATHAN LEVINE;591884
WEEK-END ROYAL;2013;ROGER MICHELL;288384
WHITE HOUSE DOWN;2013;ROLAND EMMERICH;1138287
WOLVERINE : LE COMBAT DE L'IMMORTEL;2013;JAMES MANGOLD;3197249
WORLD WAR Z;2013;MARC FORSTER;4788747
YOU'RE NEXT;2013;ADAM WINGARD;250023
ZAYTOUN;2013;ERAN RIKLIS;66941
ZERO DARK THIRTY;2013;KATHRYN BIGELOW;1113742
ZULU;2013;JEROME SALLE;615661
12 YEARS A SLAVE;2014;STEVE MCQUEEN.;3496874
22 JUMP STREET;2014;CHRIS MILLER;1198561
22 JUMP STREET;2014;PHIL LORD;1198561
24 JOURS, LA VERITE SUR L'AFFAIRE ILAN HALIMI;2014;ALEXANDRE ARCADY;288980
3 COEURS;2014;BENOIT JACQUOT;851751
3 DAYS TO KILL;2014;MCG.;655675
300 : LA NAISSANCE D'UN EMPIRE;2014;NOAM MURRO;2721544
47 RONIN;2014;CARL RINSCH;455601
96 HEURES;2014;FREDERIC SCHOENDOERFFER;336227
A COUP SUR;2014;DELPHINE DE VIGAN;283052
A LA POURSUITE DU ROI PLUMES;2014;ESBEN TOFT JACOBSEN;264850
A LA VIE;2014;JEAN-JACQUES ZILBERMANN;239400
A TOUTE EPREUVE;2014;ANTOINE BLOSSIER;593316
ABUS DE FAIBLESSE;2014;CATHERINE BREILLAT;65197
AFRICAN SAFARI 3D;2014;BEN STASSEN;63207
AFRIK'AIOLI;2014;CHRISTIAN PHILIBERT;59115
AIMER BOIRE ET CHANTER;2014;ALAIN RESNAIS;683419
ALBERT A L'OUEST;2014;SETH MACFARLANE;567212
AMERICAN BLUFF;2014;DAVID O. RUSSELL;1403772
AMERICAN NIGHTMARE 2 : ANARCHIE;2014;JAMES DEMONACO;1226706
AMOUR SUR PLACE OU A EMPORTER;2014;AMELLE CHAHBI;918351
ANNABELLE;2014;JOHN R. LEONETTI;3575371
APPRENTI GIGOLO;2014;JOHN TURTURRO;521557
ARRETE OU JE CONTINUE;2014;SOPHIE FILLIERES;144253
ASTERIX - LE DOMAINE DES DIEUX;2014;ALEXANDRE ASTIER LOUIS CLICHY;6685086
AU FIL D'ARIANE;2014;ROBERT GUEDIGUIAN;272412
AVANT D'ALLER DORMIR;2014;ROWAN JOFFE;409920
AVIS DE MISTRAL;2014;ROSELYNE BOSCH;1041473
BABYSITTING;2014;NICOLAS BENAMOU PHILIPPE LACHEAU;5146991
BANDE DE FILLES;2014;CELINE SCIAMMA;695196
BARBECUE;2014;ERIC LAVAINE;3487192
BELLE COMME LA FEMME D'UN AUTRE;2014;CATHERINE CASTEL;135968
BENOIT BRISEFER : LES TAXIS ROUGES;2014;MANUEL PRADAL;315279
BIG BAD WOLVES;2014;AHARON KESHALES NAVOT PAPUSHADO;58820
BIRD PEOPLE;2014;PASCALE FERRAN;307799
BLACK COAL;2014;DIAO YINAN;469713
BLACK STORM;2014;STEVEN QUALE;745377
BLACKOUT TOTAL;2014;STEVEN BRILL;230328
BODYBUILDER;2014;ROSCHDY ZEM;131528
BON RETABLISSEMENT !;2014;JEAN BECKER;1197744
BOUBOULE;2014;BRUNO DEVILLE;151015
BOYHOOD;2014;RICHARD LINKLATER;589634
BREVES DE COMPTOIR;2014;JEAN-MICHEL RIBES;457961
BRICK MANSIONS;2014;CAMILLE DELAMARRE;693897
CANAILLES CONNECTION;2014;RESHEF LEVY;11259
CAPTAIN AMERICA LE SOLDAT DE L'HIVER;2014;ANTHONY AND JOE RUSSO;4071862
CARICATURISTES, FANTASSINS DE LA DEMOCRATIE;2014;STEPHANIE VALLOATTO;64123
CATACOMBES;2014;JOHN ERICK DOWDLE;474307
CHEMIN DE CROIX;2014;DIETRICH BRUGGEMANN;32237
CLOCHETTE ET LA FEE PIRATE;2014;PEGGY HOLMES;2255573
COLDWATER;2014;VINCENT GRASHAW;119560
COLT 45;2014;FABRICE DU WELZ;136593
COMING HOME;2014;ZHANG YIMOU;105164
COMMENT TUER SON BOSS 2 ?;2014;SEAN ANDERS;600914
CRISTEROS;2014;DEAN WRIGHT;183783
DALLAS BUYERS CLUB;2014;JEAN-MARC VALLEE;807489
DANS LA COUR;2014;PIERRE SALVADORI;818959
DANS L'OMBRE DE MARY - LA PROMESSE DE WALT DISNEY;2014;JOHN LEE HANCOCK;486049
DARK TOUCH;2014;MARINA DE VAN;55567
DE GUERRE LASSE;2014;OLIVIER PANCHOT;63195
DE LA NEIGE POUR NOEL;2014;RASMUS A. SIVERTSEN;343116
DE TOUTES NOS FORCES;2014;NILS TAVERNIER;1453414
DEEPSEA CHALLENGE 3D, L'AVENTURE D'UNE VIE;2014;JOHN BRUNO;17471
DELIVRE-NOUS DU MAL;2014;SCOTT DERRICKSON;812994
DES LENDEMAINS QUI CHANTENT;2014;NICOLAS CASTRO;203259
DETECTIVE DEE II;2014;TSUI HARK;233764
DEUX JOURS, UNE NUIT;2014;LUC DARDENNE;1195376
DIPLOMATIE;2014;VOLKER SCHLONDORFF;961430
DIVERGENTE;2014;NEIL BURGER;3230866
DIVIN ENFANT;2014;OLIVIER DORAN;85636
DRACULA UNTOLD;2014;GARY SHORE;1379099
DRAGONS 2;2014;DEAN DEBLOIS;6664247
DU GOUDRON ET DES PLUMES;2014;PASCAL RABATE;115693
DU SANG ET DES LARMES;2014;PETER BERG;504798
DUMB & DUMBER DE;2014;BOBBY FARRELLY;669133
D'UNE VIE A L'AUTRE;2014;GEORG MAAS;313682
DUO D'ESCROCS;2014;JOEL HOPKINS;395518
ECHO;2014;DAVE GREEN;232996
EDEN;2014;MIA HANSEN-LOVE;127218
EDGE OF TOMORROW;2014;DOUG LIMAN;2504741
ELLE L'ADORE;2014;JEANNE HERRY-LECLERC;1106266
ENEMY;2014;DENIS VILLENEUVE;464166
EQUALIZER;2014;ANTOINE FUQUA;1615532
EXPENDABLES 3;2014;PATRICK HUGHES;2315950
FASTLIFE;2014;THOMAS NGIJOL;756798
FAVELAS;2014;STEPHEN DALDRY;285848
FIDELIO, L'ODYSEE D'ALICE;2014;LUCIE BORLETEAU;136537
FISTON;2014;PASCAL BOURDIAUX;4123014
FIVE THIRTEEN;2014;KADER AYD;60183
FRUITVALE STATION;2014;RYAN COOGLER;81116
FURY;2014;DAVID AYER;1720096
GEMMA BOVERY;2014;ANNE FONTAINE;1264216
GERONIMO;2014;TONY GATLIF;165036
GET ON UP;2014;TATE TAYLOR;287993
GISELLE;2014;TOA FRASER;18947
GLORIA;2014;SEBASTIAN LELIO;273048
GODZILLA;2014;GARETH EDWARDS;2957997
GONE GIRL;2014;DAVID FINCHER;4251342
GRACE DE MONACO;2014;OLIVIER DAHAN;632691
GRIZZLY;2014;ALASTAIR FOTHERGILL;850466
HER;2014;SPIKE JONZE;1037647
HERCULE;2014;BRETT RATNER;1706666
HIPPOCRATE;2014;THOMAS LILTI;2032041
HOMEFRONT;2014;GARY FLEDER;1374786
HOW I LIVE NOW MAINTENANT C'EST MA VIE;2014;KEVIN MACDONALD;40431
HUNGER GAMES - LA REVOLTE PARTIE 1;2014;FRANCIS LAWRENCE;7072988
I, FRANKENSTEIN;2014;STUART BEATTIE;614221
IDA;2014;PAWEL PAWLIKOWSKI;1170318
INTERSTELLAR;2014;CHRISTOPHER NOLAN;5737591
JACK ET LA MECANIQUE DU COEUR;2014;MATHIAS MALZIEU;1006759
JACKY AU ROYAUME DES FILLES;2014;RIAD SATTOUF;251460
JAMAIS LE PREMIER SOIR;2014;MELISSA DRIGEARD;1765269
